epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.7000664021136493,0.21194140552568144,1.4473136691820054,0.23404255319148937,4.536422029440215e-06
2,1.3239368080387455,0.22807342851844983,1.3207159908044905,0.32066869300911854,6.133698593024646e-06
3,1.252822792741674,0.2577415167810124,1.2471877393268405,0.42857142857142855,8.756129093427661e-06
4,1.2139894588459172,0.2838865195623957,1.1996271241278875,0.4126139817629179,1.2345099801853757e-05
5,1.1578058688598272,0.31911737437418874,1.1019548191910697,0.5212765957446809,1.6820393928677308e-05
6,1.1410294400869743,0.33042833302429075,1.2726953327655792,0.29103343465045595,2.2081984542321077e-05
7,1.0954732648014316,0.37159280548859636,1.1099575204508645,0.3738601823708207,2.80122702629912e-05
8,1.0560030147168764,0.40070461709623584,1.0117244677884238,0.5737082066869301,3.447870376146088e-05
9,1.0576633765147283,0.39681068051177454,0.9947944311868577,0.540273556231003,4.133675431354308e-05
10,1.0217235204736157,0.43018727980715743,0.962276157169115,0.5995440729483282,4.843313819443979e-05
11,1.0090179319917802,0.44409419618023366,1.0416397083373297,0.4810030395136778,5.560924471068949e-05
12,0.9992153034407711,0.4457630261450028,0.9031060934066772,0.6268996960486323,6.270468129475357e-05
13,0.9783822439126009,0.46263675134433524,0.872887182093802,0.6352583586626139,6.956085842612424e-05
14,0.9892494110666084,0.447802707213054,0.9531149466832479,0.5683890577507599,7.6024534252676e-05
15,0.9647560959031596,0.48451696643797515,0.8428210460004353,0.6846504559270516,8.195123968672042e-05
16,0.9710301753331924,0.47691451882069347,0.9104402554886681,0.5980243161094225,8.720850742172312e-05
17,0.9545715934426121,0.48859632857407753,0.9495135928903308,0.5965045592705167,9.167883269819578e-05
18,0.9310901454214514,0.5082514370480252,0.9290344473861513,0.5965045592705167,9.526229964292741e-05
19,0.9326970534917165,0.5071388837381792,0.9361069237902051,0.6063829787234043,9.78788144804628e-05
20,0.926786854422304,0.5201186723530502,1.0163627032722746,0.44756838905775076,9.946989570250149e-05
21,0.903245236393968,0.5316150565547932,0.8740569140229907,0.6276595744680851,9.999999640190652e-05
22,0.9023009316455683,0.5418134618950491,0.8737453882183347,0.6170212765957447,9.98960511351771e-05
23,0.9010697747828692,0.5321713332097163,0.9859522715920493,0.5281155015197568,9.958707311350674e-05
24,0.8700121341372383,0.5570183571296125,0.8750488552309218,0.6732522796352584,9.907433199386204e-05
25,0.8573414609277037,0.5601705915075097,0.8920960695970626,0.6382978723404256,9.835993473948625e-05
26,0.8483676645882736,0.5790839977748934,0.805628029363496,0.6785714285714286,9.744681696193536e-05
27,0.8384426042173035,0.5963285740775078,0.9605230277492887,0.5630699088145896,9.633873085802044e-05
28,0.826350844470707,0.6030038939365845,0.7790951019241696,0.7051671732522796,9.504022979122623e-05
29,0.8282253463592755,0.5961431485258669,0.8228221649215335,0.6641337386018237,9.355664958096376e-05
