epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.1136996153543686,0.24605970702762842,1.0570751584711529,0.3700607902735562,4.536422029440215e-06
2,1.0762723874763624,0.29482662710921564,0.9518050523031325,0.5661094224924013,6.133698593024646e-06
3,1.0580243101486793,0.31466716113480436,1.0510134001572926,0.4612462006079027,8.756129093427661e-06
4,1.046663591494927,0.33395141850547005,1.057551188128335,0.41185410334346506,1.2345099801853757e-05
5,1.040456871309224,0.3461895049137771,0.8979717940092087,0.6253799392097265,1.6820393928677308e-05
6,1.0225834691312892,0.3575004635638791,0.9331541465861457,0.5243161094224924,2.2081984542321077e-05
7,1.0146067526918896,0.3589838679770072,0.970297226593608,0.5083586626139818,2.80122702629912e-05
8,1.0073445647425905,0.3741887632115706,1.0629303313436962,0.3905775075987842,3.447870376146088e-05
9,0.9869172195711079,0.38920823289449286,0.9575929336604618,0.5387537993920972,4.133675431354308e-05
10,0.9738194850774912,0.4077507880585945,0.9048215796550115,0.5706686930091185,4.843313819443979e-05
11,0.9482331783813838,0.4285184498423883,0.9569629920380456,0.5197568389057751,5.560924471068949e-05
12,0.951247489311286,0.4214722788800297,0.9071672956148783,0.540273556231003,6.270468129475357e-05
13,0.9140994009181592,0.4542926015204895,0.8922934837284542,0.5782674772036475,6.956085842612424e-05
14,0.9001236670821376,0.48006675319859077,0.8331348271596999,0.6390577507598785,7.6024534252676e-05
15,0.8872885245543259,0.4919339885036158,0.8603428254524866,0.5790273556231003,8.195123968672042e-05
16,0.8738976653511003,0.5010198405340256,0.788468429730052,0.6831306990881459,8.720850742172312e-05
17,0.852399500869435,0.5351381420359725,0.7460237109944934,0.689209726443769,9.167883269819578e-05
18,0.8311911274695537,0.550713888373818,0.7416106497957593,0.7021276595744681,9.526229964292741e-05
19,0.8164627135858028,0.5727795290190988,0.7606025551046643,0.6679331306990881,9.78788144804628e-05
20,0.7839110856930885,0.6009642128685333,0.7260555979751405,0.7272036474164134,9.946989570250149e-05
21,0.7679078607164191,0.609122937140738,0.7318318408159983,0.6945288753799392,9.999999640190652e-05
22,0.7559473659159869,0.6239569812720193,0.9695578288464319,0.5455927051671733,9.98960511351771e-05
23,0.715861485907312,0.6656777303912479,0.7719711611668268,0.6724924012158054,9.958707311350674e-05
24,0.7190472942132217,0.6599295382903764,0.8634253832555953,0.5653495440729484,9.907433199386204e-05
25,0.7036816893950016,0.6725384758019655,0.7965604606128874,0.6656534954407295,9.835993473948625e-05
26,0.6954481019776249,0.6797700723159651,0.706138809521993,0.7348024316109423,9.744681696193536e-05
27,0.6747434606566232,0.7066567773039125,0.9354600381283533,0.5547112462006079,9.633873085802044e-05
28,0.6639972847594312,0.712034118301502,0.7027851229622251,0.7332826747720365,9.504022979122623e-05
