epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.1804976011874408,0.22937140737993694,1.197889221566064,0.3639817629179331,4.536422029440215e-06
2,1.1307885675035285,0.25384758019655107,1.0684467454751332,0.4506079027355623,6.133698593024646e-06
3,1.111864214465463,0.27164843315408865,1.0625873420919691,0.47796352583586627,8.756129093427661e-06
4,1.0794390231899962,0.28815130725013904,1.1207768633252098,0.36854103343465044,1.2345099801853757e-05
5,1.059045922826733,0.3115149267569071,1.0659340151718684,0.44148936170212766,1.6820393928677308e-05
6,1.0376315705874968,0.3372890784350083,0.9279764755850747,0.5501519756838906,2.2081984542321077e-05
7,1.0106309003378513,0.3688114222139811,0.9111243940535045,0.5775075987841946,2.80122702629912e-05
8,0.9950476648539481,0.390877062859262,1.0123498851344699,0.42401215805471126,3.447870376146088e-05
9,0.9860266940833549,0.40144631930279995,1.0801433523495991,0.418693009118541,4.133675431354308e-05
10,0.9569550844339224,0.4153532356758761,1.0640688772712434,0.42249240121580545,4.843313819443979e-05
11,0.9440897943000116,0.43853142963100317,0.9591766766139439,0.5258358662613982,5.560924471068949e-05
12,0.9198915806747753,0.46226590024105324,0.8316586727187747,0.6223404255319149,6.270468129475357e-05
13,0.9184345486601428,0.4643055813091044,0.9157393759205228,0.5493920972644377,6.956085842612424e-05
14,0.9076180789597641,0.4852586686445392,1.1086331960700808,0.3404255319148936,7.6024534252676e-05
15,0.9119860081983036,0.483218987576488,0.8629117530016672,0.6139817629179332,8.195123968672042e-05
16,0.896886864357446,0.4989801594659744,0.8472262549967993,0.6291793313069909,8.720850742172312e-05
17,0.8894374885502652,0.5047283515668459,0.8112084170182546,0.6451367781155015,9.167883269819578e-05
18,0.8748742423113987,0.5075097348414611,1.1665358046690624,0.33966565349544076,9.526229964292741e-05
19,0.8704804407774344,0.5138142035972557,0.8735356614703224,0.5911854103343465,9.78788144804628e-05
20,0.8741055011043887,0.5223437789727424,0.9607816977160317,0.5235562310030395,9.946989570250149e-05
